Age,Color,Sex,Weight,Housemanners,LeftUnattended,EarCleaning,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
8,1,0,56,5,5,5,5,5,5,0
3,1,0,26.5,4,4,5,5,4,5,0
12,1,0,70,5,5,5,4,4,5,0
15,1,0,69.5,5,4,4,5,4,4,0
12,1,1,64,4,3,4,4,3,5,1
3,1,1,21,3,1,3,5,3,3,1
7,1,1,54,4,3,4,5,3,4,1
13,5,0,60,5,5,4,4,4,4,0
4,5,0,30,4,3,5,5,4,3,0
8,5,0,60,5,5,5,5,4,5,0
14,5,0,58,5,5,5,5,4,5,1
5,5,0,40,4,4,5,5,5,5,1
7,5,0,53,4,4,5,5,5,5,1
4,5,0,39,4,4,4,4,3,0,1
12,5,0,63,5,5,5,4,3,5,1
7,5,0,54,5,5,4,4,3,3,1
3,5,1,25.8,4,4,5,5,5,1,0
14,5,1,62,5,5,5,5,5,5,0
8,5,1,56,5,5,5,5,5,5,0
14,5,1,62,5,5,5,5,5,5,0
3,5,1,25.8,4,4,5,5,5,1,0
8,5,1,56,5,5,5,5,5,5,0
13,1,1,52,5,4,5,5,4,4,1
4,1,1,24,4,4,5,5,4,5,1
8,1,1,48,4,4,5,5,5,0,1
4,1,1,25,4,3,3,4,3,1,0
8,1,1,50,3,3,3,5,4,4,0
12,1,1,50,3,4,4,5,4,3,0
12,1,0,90,4,3,4,3,3,3,0
4,1,0,33,3,3,4,4,4,0,0
7,1,0,65,4,3,4,4,4,0,0
14,1,1,57,5,5,5,5,3,3,0
5,1,1,0,4,5,4,4,3,4,0
8,1,1,50,5,5,4,5,4,5,0
10,1,0,70,3,5,4,4,5,5,1
12,1,0,75,2,5,4,5,5,5,1
6,1,0,47,4,3,5,5,5,0,1
8,1,0,61,5,5,3,5,4,5,0
11,1,0,180,4,5,4,5,4,1,0
4,1,0,30.2,4,4,3,5,5,1,0
5,5,0,50,4,5,4,5,4,1,0
8,5,0,68,3,3,4,5,5,5,0
12,5,1,52,5,5,5,5,4,5,1
7,5,1,43,5,5,5,5,4,4,1
4,5,1,27.5,5,4,5,5,5,3,0
17,5,1,56,5,5,5,5,4,5,0
7,5,1,40,5,5,5,0,4,5,0
12,5,1,47,5,5,5,5,4,4,0
8,1,1,35,4,5,4,4,5,5,0
13,1,1,43,4,4,5,5,4,4,0
4,1,1,26,3,3,5,5,5,5,0
8,1,1,45,5,3,5,5,4,4,0
5,1,1,29,4,4,4,4,4,3,0
15,1,1,56,5,4,5,5,4,5,0
8,1,1,35,3,3,5,5,4,5,0
4,1,1,20,4,4,4,5,3,1,0
15,1,1,55,2,2,4,5,4,3,0
8,5,1,46,4,5,5,4,4,5,0
5,5,1,32,4,4,3,5,4,5,0
8,5,1,45,5,5,5,5,3,2,0
4,5,1,12,5,4,5,5,3,1,0
13,5,1,46,5,5,4,4,2,4,0
4,1,0,32.5,4,3,5,4,4,1,1
13,1,0,64,5,3,5,5,5,5,1
8,1,0,55,4,3,4,4,4,4,1
4,5,1,26,3,1,2,3,3,1,0
13,5,1,45,4,4,4,4,4,4,0
4,1,1,37,3,3,5,5,3,1,0
12,1,1,66,4,3,0,0,3,5,0
7,1,1,47,2,2,5,5,3,1,0
8,5,0,63,5,4,4,5,4,1,1
12,5,0,66,5,5,4,4,3,1,1
5,5,0,40,4,4,4,4,4,1,1
9,5,1,36,4,3,5,5,4,5,1
12,5,1,47,4,4,5,5,4,4,1
6,5,1,31,3,2,5,5,5,5,1
7,1,1,50,5,4,4,5,5,5,1
3,1,1,29,5,4,5,5,5,5,1
12,1,1,66,5,5,3,5,5,5,1
4,5,0,29.8,3,5,3,4,3,1,0
7,5,0,57,3,5,5,5,4,3,0
13,5,0,70,3,3,3,4,4,4,0
12,5,1,56,4,4,4,5,4,4,0
4,5,1,29,3,1,5,5,5,5,0
8,5,1,52,5,5,3,5,5,5,0
11,5,0,68.1,5,3,4,5,4,5,0
6,5,0,45.5,4,3,4,5,3,5,0
7,5,0,55,4,3,4,5,4,1,0
16,5,0,70,4,4,4,5,4,3,0
3,1,1,25.5,4,3,4,5,4,4,0
7,1,1,40.5,2,2,4,5,4,5,0
13,1,1,56,2,2,4,5,5,4,0
15,1,0,77,5,5,4,5,5,1,0
11,1,0,66,5,4,5,5,5,1,0
5,1,0,25,5,3,5,5,5,1,0
8,1,0,62,5,4,5,5,5,1,0
4,1,0,33,4,3,4,4,4,3,0
8,1,0,48,4,4,4,5,4,5,0
12,1,0,75,4,4,4,5,4,5,0
7,1,0,50,3,2,5,5,4,1,0
12,1,0,67,3,3,5,5,4,1,0
4,1,0,35,3,3,3,5,3,1,0
15,1,0,60,5,5,5,5,5,5,0
5,1,0,38,4,3,5,5,4,4,0
9,1,0,52,5,4,5,5,5,2,0
9,1,1,53.5,4,3,4,4,4,4,0
14,1,1,57,5,4,3,5,4,4,0
6,1,1,41.5,4,2,3,3,4,1,0
9,1,1,30,5,5,5,5,4,5,0
5,1,1,30,5,5,4,5,5,1,0
7,2,1,56.4,5,4,5,5,4,1,0
4,2,1,31.9,4,3,4,5,3,1,0
12,2,1,66.5,5,5,5,5,4,5,0
12,2,1,60,5,5,5,5,5,4,0
6,2,0,48,3,4,5,4,4,1,0
12,2,0,75,3,1,1,1,1,1,0
4,2,1,31,5,3,5,5,5,5,1
10,2,1,60,5,5,3,5,5,5,1
12,2,1,69,4,4,5,5,5,5,1
12,2,0,75,5,5,4,3,4,4,0
8,2,0,65,4,4,4,3,4,4,0
5,2,0,50,4,4,4,4,4,1,0
17,2,0,80,5,5,5,3,4,5,0
8,2,1,50,4,3,5,4,5,4,0
5,2,1,42,4,3,5,5,5,3,0
12,1,0,68,4,4,5,4,4,1,0
8,1,0,62,3,3,4,4,4,3,0
4,1,0,43,3,2,4,0,3,1,0
3,1,1,30,4,5,3,5,5,3,0
8,1,1,56,5,5,4,5,5,0,0
13,1,1,50,5,5,5,5,4,4,0
4,1,0,35,4,4,5,5,5,5,0
7,1,0,61,3,3,5,5,4,5,0
13,1,0,80,4,5,5,5,4,5,0
12,5,0,69,5,5,5,0,4,5,0
3,5,0,25,5,3,4,5,4,5,0
7,5,0,55,5,4,5,5,4,4,0
6,1,0,35,4,5,3,5,4,5,0
13,1,0,80,3,4,5,5,4,4,0
9,1,0,70,4,5,5,5,3,3,0
12,5,0,55,4,4,5,5,4,4,1
6,5,0,40,3,4,5,4,4,4,1
7,5,1,60,5,5,5,5,5,5,0
3,5,1,28,2,5,4,5,5,1,0
12,5,1,58,4,4,4,5,5,5,1
3,5,1,26,4,4,5,5,5,3,1
8,1,0,58,3,4,5,5,5,5,0
4,1,0,31,4,4,5,5,4,2,0
5,5,0,42,4,4,4,5,3,3,0
8,5,0,56,4,5,5,5,4,0,1
14,5,0,60,4,4,5,5,4,4,1
4,5,0,30,0,1,1,5,3,5,1
4,5,1,35,2,1,1,5,4,1,1
8,5,1,50,3,2,5,5,3,5,1
13,5,1,51,3,4,5,5,4,5,1
13,3,1,60,5,4,4,4,4,4,0
4,5,1,40,4,5,0,4,3,0,0
7,5,1,50,5,5,4,4,4,3,0
9,1,1,53,4,5,5,5,4,5,1
5,1,1,28,4,3,4,5,4,5,1
13,1,1,62,4,5,5,5,5,5,1
8,1,1,59,1,1,2,5,3,1,0
3,1,1,21,3,3,4,4,4,1,0
14,1,1,57,4,3,5,5,4,1,0
15,1,1,56,5,4,5,4,4,4,1
3,1,1,24,3,3,3,3,2,3,1
8,1,1,48,4,3,4,4,3,4,1
4,5,1,30,4,4,5,5,4,3,1
10,5,1,59,5,5,5,5,4,5,1
8,1,0,58.5,4,5,4,5,4,5,0
3,1,0,24,4,5,4,5,4,0,0
13,1,1,58,5,5,4,5,3,1,1
7,1,1,45,5,4,4,5,3,4,1
4,1,1,34,4,5,4,5,3,0,1
13,5,1,60,4,5,5,5,4,1,1
4,5,1,33,5,2,4,5,5,5,1
8,5,1,52,5,4,5,5,5,5,1
4,5,1,33,4,5,5,5,4,5,1
7,5,1,52,4,4,5,5,5,5,1
4,5,0,31,4,3,3,5,4,3,0
5,1,1,38,4,4,3,5,4,1,0
10,1,1,52,3,3,5,4,4,4,0
7,5,1,51,3,4,5,5,5,5,1
5,5,1,34,3,2,4,5,5,5,1
13,5,1,65,4,5,5,5,5,5,1
8,5,1,46.8,4,3,5,4,5,5,1
4,5,1,25,4,3,4,4,3,1,1
12,5,1,51,5,5,5,5,4,4,1
14,1,1,50,5,5,5,5,4,5,0
10,1,1,50,4,4,5,5,5,1,0
6,1,1,46,3,3,5,5,5,0,0
8,1,0,46,5,5,3,5,0,0,0
4,1,0,23.5,5,3,1,5,5,5,0
8,1,1,47,5,5,4,5,4,5,0
5,1,1,32,4,3,3,5,4,5,0
12,1,1,51,5,5,5,5,5,5,0
4,5,1,24,4,4,4,5,4,3,1
8,5,1,55,4,4,4,4,4,4,1
13,5,1,70,5,5,3,4,4,4,1
4,1,1,25.6,3,3,0,5,5,1,0
8,1,1,50,2,4,3,5,2,4,0
14,1,1,55,4,5,4,5,5,1,0
16,1,0,63,5,3,5,5,4,5,1
14,1,0,63,5,4,5,5,5,3,1
10,1,0,63.5,5,5,5,5,5,0,1
4,1,0,35,5,3,5,5,5,1,1
7,1,0,55,5,5,4,0,5,5,1
13,1,0,78,5,4,5,5,4,5,0
4,1,0,29,4,4,5,5,4,4,0
8,1,0,67,5,4,5,5,4,5,0
9,5,0,54,4,4,5,5,4,2,0
13,5,0,65,3,4,5,5,4,1,0
4,5,0,30,4,3,5,5,4,1,0
4,4,0,39,4,3,3,5,3,3,0
13,4,0,72,4,5,4,5,4,5,0
8,4,0,63,4,4,4,5,4,3,0
5,1,1,46,5,4,4,5,4,5,0
8,1,1,57,4,4,3,5,3,5,0
12,1,1,63,5,5,5,5,4,5,0
4,1,0,45,5,4,3,5,5,5,1
7,1,0,60.8,3,4,0,5,5,5,1
12,1,0,66,3,4,4,5,4,1,1
10,5,1,62,3,3,3,4,3,3,1
4,5,1,40,3,4,4,5,3,5,1
5,1,1,33.2,3,3,4,3,4,4,0
8,1,1,56.4,2,3,3,3,4,5,0
8,5,0,56,5,5,5,5,4,5,1
4,5,0,23,4,4,5,5,4,5,1
13,5,0,66.3,5,5,5,5,4,5,1
14,5,1,0,5,5,5,5,5,4,1
10,5,1,56,5,5,5,5,5,5,1
8,5,1,47,5,5,5,5,3,4,1
4,5,1,28,5,4,5,5,5,1,1
7,5,0,48,5,5,5,4,3,3,0
4,5,0,27,5,3,5,5,4,5,0
11,5,0,65,5,5,5,5,4,5,0
11,5,0,69,4,5,4,5,4,5,0
15,5,0,78,4,4,3,5,3,1,0
5,5,0,48,4,3,5,5,5,5,0
13,5,1,43,4,5,5,5,4,5,0
5,5,1,39,5,5,5,5,4,1,0
8,5,1,50,3,5,5,5,4,2,0
4,1,0,28,4,4,3,5,4,3,0
7,1,1,60,5,5,5,0,3,1,1
9,1,1,60,5,5,5,3,3,3,1
9,1,1,60,3,1,4,5,3,5,0
5,1,1,50,3,3,5,4,5,1,0
3,1,0,28,4,3,5,5,3,1,0
8,1,0,64.5,4,4,5,4,4,1,0
9,5,1,49,5,4,5,5,4,3,0
14,5,1,55,4,4,5,5,4,1,0
4,5,1,30,4,4,5,4,5,4,0
5,1,1,30,3,5,4,4,3,0,1
8,1,1,45,3,5,5,5,3,4,1
13,1,1,55,5,5,5,5,5,5,1
8,5,0,51,4,3,3,5,4,1,0
7,2,0,65,4,2,0,0,3,1,1
13,2,0,83,5,4,5,5,4,3,1
4,2,0,34.4,4,3,4,4,3,1,1
8,2,0,70,4,3,4,4,4,3,1
4,2,0,38,4,1,3,5,4,4,1
14,2,0,75,4,4,4,5,4,4,1
13,2,1,68,4,4,4,4,4,4,1
4,2,1,34,3,3,3,4,3,3,1
9,2,1,61,3,4,4,4,3,4,1
8,2,0,69,0,4,4,4,3,3,0
13,2,0,78,5,5,5,5,4,5,0
5,2,0,45,3,3,5,0,4,4,0
6,2,0,57.1,5,4,5,5,3,1,1
12,2,0,71.4,5,5,5,5,1,4,1
14,2,0,65,4,5,5,1,2,3,1
4,2,0,35,4,3,3,1,3,3,1
9,2,0,65,5,5,5,1,3,4,1
8,1,0,67,5,4,3,5,4,4,1
4,1,0,32,4,2,3,5,4,4,1
13,1,0,75,4,4,0,5,3,3,1
4,1,1,26,4,2,2,5,4,5,1
13,1,1,56,3,4,4,5,4,3,1
18,1,1,54,3,4,4,5,4,4,1
7,1,1,45.6,3,3,4,5,4,4,1
4,5,1,0,4,4,2,0,5,0,0
7,5,1,50,5,5,3,5,5,0,0
12,5,1,62,5,5,4,5,4,1,0
9,5,0,60,4,4,5,5,4,5,0
12,5,0,68,4,3,5,5,4,4,0
12,5,1,53.5,5,5,5,5,3,1,1
4,5,1,26,5,3,5,5,3,5,1
8,5,1,50,5,5,5,5,4,2,1
3,5,0,24.2,3,2,4,5,4,4,0
8,5,0,59.4,1,1,4,4,2,1,0
16,5,0,55,3,3,4,5,4,1,0
13,1,1,0,4,5,5,4,5,4,1
9,5,1,64,4,4,4,5,5,5,1
15,5,1,65,5,5,4,5,4,5,1
5,5,1,37,4,3,3,5,4,5,1
5,5,1,30,3,2,5,5,4,0,1
13,1,1,68,4,4,4,4,2,2,0
4,1,1,25,1,1,4,3,2,3,0
7,1,1,60,4,2,5,5,3,4,0
5,1,1,27,4,5,5,5,4,1,0
9,1,1,54,4,5,5,5,5,1,0
13,5,1,60.8,5,5,5,5,5,1,0
8,1,1,49,4,4,5,5,4,5,1
3,1,1,23,3,3,4,5,4,1,1
12,1,1,51,5,5,5,5,3,5,1
4,1,0,30,5,4,5,5,5,0,1
6,5,0,0,4,4,5,5,4,5,0
9,5,0,70,4,4,4,5,5,5,0
4,5,0,28,5,1,4,5,5,1,0
3,5,0,24,5,4,1,5,4,1,1
7,5,0,51,4,4,5,5,5,5,1
14,5,0,60,4,5,5,5,5,5,1
13,5,1,47,4,4,4,5,4,4,1
8,5,1,43,4,4,5,5,3,4,1
4,5,1,23,4,4,4,5,4,4,1
6,5,1,47,4,3,4,5,4,5,0
14,5,1,55,5,5,4,5,4,4,0
4,5,1,30,5,3,5,5,4,1,0
7,5,1,50,4,4,4,4,5,5,0
9,5,1,63,5,5,5,5,3,5,1
5,5,1,36.7,5,4,5,5,4,1,1
13,5,1,65,5,5,5,5,5,5,1
5,5,1,36,5,4,5,5,4,2,1
8,1,1,53,4,4,3,5,3,5,0
5,1,1,37,3,1,4,5,4,5,0
13,1,1,65,4,5,4,4,4,5,0
4,5,0,38,3,4,3,5,3,5,1
3,1,1,24,2,2,4,5,3,1,0
8,1,1,50.4,4,4,4,4,3,4,0
13,1,1,54,5,5,5,5,0,2,0
8,1,1,55,4,5,5,4,5,2,0
4,1,1,25,5,3,5,5,5,1,0
14,1,1,61,4,5,5,5,5,5,0
17,5,0,68,4,5,4,5,2,4,0
13,5,0,68,4,5,4,4,3,4,0
8,5,0,50,2,3,5,0,2,2,0
4,5,0,27,3,3,4,3,2,1,0
13,1,1,57,5,5,4,5,4,3,0
4,1,1,26,4,1,4,3,4,3,0
7,1,1,48,4,4,5,5,3,4,0
4,5,1,35,5,5,5,5,5,5,0
8,5,1,47,5,3,4,5,4,5,0
13,5,1,55,5,5,5,5,4,4,0
4,5,1,25,3,4,2,4,4,4,1
8,5,1,47,4,4,4,5,4,4,1
14,5,1,0,5,5,5,5,4,5,0
8,5,1,40,3,5,5,5,3,4,0
4,5,1,27,4,5,5,5,5,1,0
9,1,1,60,4,4,3,5,3,4,0
12,1,1,60,5,5,4,4,3,4,0
14,1,0,55,4,4,5,5,3,5,1
9,1,0,55,3,3,5,5,2,5,1
3,1,0,23,4,1,5,5,3,1,1
4,1,0,24,4,3,5,5,5,0,1
14,1,0,69,4,5,5,3,5,3,1
10,1,0,67.4,4,4,5,5,5,4,1
6,5,0,69,4,3,5,4,4,4,1
13,5,0,90.2,4,5,5,5,4,5,1
12,5,1,54,5,5,5,5,5,5,1
9,5,1,52,5,5,5,5,5,5,1
12,5,0,66.6,5,5,4,5,4,5,1
10,5,0,62,5,5,4,5,4,5,1
3,5,0,39,5,5,5,5,5,1,1
4,5,1,30,4,0,0,4,4,0,1
8,5,1,48,4,3,0,4,4,4,1
12,5,1,54,4,4,4,4,4,4,1
4,5,0,25,4,2,4,5,4,1,1
2,5,0,0,4,5,5,5,4,4,1
12,5,0,62,3,3,4,5,4,4,1
5,5,0,43,5,3,5,5,4,3,1
10,5,0,73,4,3,3,1,1,1,1
4,1,1,26,2,2,5,5,5,5,1
8,1,1,51,5,5,5,5,5,1,1
14,1,1,59.4,5,5,5,5,5,5,1
7,1,1,54,2,2,4,3,3,3,1
5,5,1,45,4,3,4,5,4,4,0
11,5,1,65,4,3,4,5,4,3,0
14,5,1,70,4,4,4,5,4,4,0
13,1,1,68,4,5,4,5,4,4,0
4,1,1,32,4,4,3,5,3,2,0
7,1,1,60,4,4,3,5,3,5,0
13,1,1,64,3,4,4,5,3,4,0
7,1,1,61,3,3,3,5,3,5,0
4,1,1,38,2,2,2,5,4,0,0
4,1,0,38,4,4,4,5,4,5,1
8,1,0,0,4,5,3,5,4,5,1
15,1,0,76,5,5,5,5,5,5,1
13,5,0,65,4,4,4,5,4,4,1
9,5,0,60,4,4,4,4,4,4,1
4,5,0,25,4,2,3,5,4,3,1
10,5,1,58,4,4,3,5,4,4,1
7,5,1,49,4,4,3,5,4,4,1
4,5,1,30,4,3,3,5,4,3,1
18,5,1,57,5,5,4,5,5,5,1
14,5,1,58,5,5,4,5,4,3,1
8,5,0,75,4,5,5,4,4,4,0
4,5,0,30.8,3,4,4,4,4,3,0
7,5,1,50,4,5,5,4,3,4,1
12,5,1,55,4,5,5,4,4,5,1
14,5,0,65,4,3,4,5,5,5,0
8,5,0,55,3,4,2,4,5,5,0
5,5,0,45,3,2,1,5,4,1,0
9,5,0,60,4,4,5,5,4,5,1
13,5,0,68,3,4,3,4,4,2,1
7,5,0,65,4,4,5,5,4,5,0
8,5,1,60,2,1,5,5,2,1,1
10,5,1,63,5,5,3,5,3,3,1
14,5,0,62,4,4,4,5,5,5,1
5,5,0,42,4,5,4,3,3,4,1
4,5,0,35,2,3,3,4,4,3,1
13,5,0,65,3,4,4,5,4,5,1
8,5,0,65,3,4,5,5,4,4,1
3,5,1,32,3,1,1,4,4,1,0
9,5,1,56.7,3,5,4,4,4,3,0
13,5,1,60,3,4,3,4,4,0,0
8,5,1,50,5,5,4,5,4,0,1
13,5,1,53,5,5,4,5,5,0,1
4,5,1,24,4,4,4,5,4,0,1
7,1,0,80,4,1,5,5,3,0,0
14,1,1,52,4,5,5,4,4,4,0
9,1,1,43,5,5,5,5,5,4,0
4,1,1,27,4,4,5,5,4,0,0
4,1,1,27,3,5,4,5,4,1,1
13,1,1,51,5,5,4,5,4,4,1
8,1,1,49,4,5,3,5,4,2,1
10,1,0,62,5,5,5,5,5,4,1
5,1,0,43,5,5,5,5,5,4,1
14,1,1,72,2,2,5,4,4,3,0
9,1,1,59,3,2,5,5,4,1,0
8,1,1,53,5,5,4,5,4,4,0
4,1,1,24,5,4,4,5,4,3,0
8,1,0,70,4,4,4,5,4,3,0
14,1,0,75,4,4,5,5,3,3,0
4,1,0,40,3,4,4,5,3,3,0
4,1,0,36,3,3,3,5,4,1,0
13,1,0,80,4,4,3,5,4,1,0
8,1,0,72,3,4,4,4,4,1,0
4,1,0,40,3,4,4,4,3,2,0
15,1,0,68,4,4,4,5,4,3,0
9,1,0,66,4,4,4,4,4,2,0
13,5,1,57,5,5,5,5,4,5,0
8,5,1,47,4,5,5,5,4,5,0
3,5,1,18,4,4,5,4,4,4,0
4,5,0,31,2,4,1,1,2,1,0
13,5,0,52,3,5,4,5,2,5,0
7,5,0,51,4,5,4,5,3,4,0
10,5,0,25,4,5,5,5,4,3,0
9,5,0,49,4,4,4,5,4,4,0
8,2,1,45,5,5,4,5,4,4,0
12,2,1,51,5,5,5,4,5,4,0
15,2,1,69,5,5,5,5,5,1,0
8,2,1,60,5,5,5,5,4,1,0
10,5,1,43,5,5,5,5,3,5,1
5,5,1,33.5,5,5,5,5,4,1,1
13,5,1,50.3,5,5,5,5,3,5,1
8,5,0,60,4,5,5,5,4,5,0
12,5,0,76,4,5,5,5,4,4,0
5,5,0,37,4,5,4,5,4,5,0
4,2,1,32,3,4,5,3,4,5,1
13,2,1,52.6,5,5,5,5,5,5,1
8,2,1,48,4,4,5,5,5,4,1
7,1,1,47.1,4,4,4,5,4,5,0
13,1,1,53,5,5,5,0,5,5,0
4,1,1,29,5,4,5,5,4,1,0
5,2,0,41.5,4,3,4,5,3,1,1
8,2,0,59,3,3,5,5,3,4,1
12,2,0,69,5,5,5,5,3,3,1
14,1,0,65,5,5,5,5,5,5,0
4,1,0,26,4,4,5,5,4,1,0
7,1,0,41,5,3,5,5,4,5,0
4,1,0,22,4,4,4,5,4,1,1
9,1,0,52,4,4,5,5,4,3,1
9,2,1,48,5,5,4,1,1,3,0
8,2,1,60,5,4,5,5,4,1,1
5,2,1,35,5,4,5,5,5,4,1
13,2,1,65,5,4,5,5,4,4,1
4,2,0,22,4,2,4,5,4,1,0
8,2,0,55,4,3,2,5,4,3,0
12,2,0,62,4,3,3,5,1,3,0
14,2,0,0,5,5,5,5,3,2,0
9,2,0,55,5,5,5,3,2,2,0
5,2,0,30,5,4,4,5,4,5,0
4,2,1,29,5,3,5,5,3,1,0
7,2,1,56,4,4,5,5,3,5,0
12,2,1,60,3,3,4,4,3,5,0
13,2,0,70,5,4,5,4,4,5,0
8,2,0,65,5,3,4,5,0,5,0
3,2,0,19,4,1,4,3,4,1,0
3,5,0,38,2,3,3,5,3,0,1
14,5,0,65,2,3,4,3,3,4,1
4,5,0,40,3,3,3,5,3,0,1
5,5,0,55,5,4,5,5,5,5,1
11,5,0,80,5,5,5,5,4,2,1
14,5,0,80,5,5,3,5,4,4,1
8,5,0,72,5,5,5,4,3,5,1
8,5,1,71,3,3,5,5,3,4,1
12,5,1,74,4,5,5,5,4,5,1
3,5,1,31,3,1,4,0,2,0,1
12,5,1,74,5,5,5,5,4,5,1
13,5,1,60,5,5,5,5,5,4,1
4,5,1,31,5,5,4,5,5,5,1
8,5,1,0,5,5,5,5,5,5,1
6,1,1,52,4,4,3,5,4,1,1
5,1,0,50,3,4,4,4,4,0,0
5,5,0,49,2,3,3,4,4,4,0
8,5,0,60,4,4,4,5,4,4,0
11,5,0,63,4,4,4,5,4,5,0
14,5,0,63,4,5,4,5,4,5,0
2,5,0,20,3,3,4,5,4,3,0
6,5,0,60,4,3,5,5,3,5,0
8,5,0,65,4,5,5,5,2,5,0
14,5,0,78,4,5,4,5,3,5,0
14,5,1,63,5,5,5,5,4,5,1
3,5,1,26,3,4,3,5,3,4,1
7,5,1,78,3,3,3,5,3,3,1
5,5,0,38,3,3,3,5,4,1,0
13,5,0,75,4,5,5,5,5,1,0
8,5,0,55,4,3,5,5,4,3,1
13,5,0,65,4,5,5,5,4,5,1
4,5,0,34,4,3,5,5,5,3,1
13,5,0,54,5,5,4,5,5,5,1
13,5,0,54,5,5,4,5,5,5,1
4,1,1,30,0,4,5,5,4,0,1
13,1,1,66.2,5,5,5,5,5,5,1
8,1,1,57,5,5,5,0,4,5,1
12,1,0,70,4,3,4,4,3,4,1
4,1,0,32,3,3,5,5,3,3,1
8,1,0,64,3,3,5,5,3,1,1
8,1,1,52,5,5,5,5,5,5,1
13,5,1,60.5,5,5,5,5,5,4,1
4,1,1,30,5,5,5,4,5,3,1
4,1,0,41.5,4,0,5,3,4,3,1
13,5,0,60,5,5,4,5,5,5,1
5,5,0,37,4,5,5,5,4,3,1
8,5,0,62,4,4,4,4,4,3,1
14,5,0,68,3,2,5,5,5,3,0
8,5,0,62,3,2,4,5,4,2,0
4,5,0,28,4,5,4,5,4,5,0
6,1,1,35,5,4,4,5,4,4,1
11,1,1,53,5,4,4,4,4,4,1
11,1,0,58,5,5,5,5,5,4,1
14,1,0,71.6,4,5,5,5,5,4,1
6,1,0,54.3,5,5,5,5,5,5,1
11,1,0,72,5,4,5,4,3,3,1
6,1,0,48,4,4,5,5,4,5,1
8,5,0,52,4,5,5,5,4,5,1
13,5,0,64,5,5,3,5,5,5,1
3,5,0,30,3,3,4,5,4,1,1
4,5,1,30,3,4,5,4,3,3,0
11,5,1,63,3,3,5,5,2,5,0
10,5,0,20,3,1,3,5,5,1,0
7,5,0,45,3,1,4,5,5,5,0
15,5,0,70,4,2,5,5,5,5,0
4,5,1,32,4,4,4,5,3,1,0
13,5,1,50,4,5,5,5,5,4,0
8,5,1,50,4,5,5,5,5,4,0
13,5,0,60,4,5,5,5,3,5,1
5,5,0,40,4,4,5,5,5,1,1
8,1,1,46,5,4,4,5,4,5,0
4,1,1,20,4,4,5,5,4,5,0
11,1,1,54,4,5,5,5,4,1,0
4,5,1,34,3,2,3,3,3,3,0
12,5,1,48,4,4,4,5,4,4,0
5,5,1,37,4,3,4,5,4,4,0
9,5,1,49,5,4,5,5,4,3,0
4,5,1,30,5,4,3,4,4,5,0
9,5,1,54,3,4,4,5,5,5,0
14,5,1,62,5,5,4,5,5,5,0
4,1,0,30,4,4,3,4,4,1,0
7,1,0,55,4,4,4,4,4,1,0
13,1,0,63,4,5,5,5,4,4,0
2,1,1,18,2,1,2,5,4,1,0
7,1,0,54.5,4,3,5,5,4,1,0
4,1,0,19,3,3,3,4,3,3,0
13,1,0,65,5,4,5,5,4,2,0
7,1,1,48,5,5,4,5,5,5,1
4,1,1,33,5,5,5,5,5,5,1
13,1,1,58,5,5,4,5,5,5,1
6,1,1,46,3,3,4,4,4,3,0
13,1,1,63,5,5,5,4,4,4,0
13,5,1,55,4,5,4,5,5,4,1
4,5,1,35,3,4,3,5,4,4,1
10,5,1,55,3,4,3,5,5,5,1
3,5,1,24,3,2,0,2,2,5,0
11,5,1,58,3,3,4,4,4,4,0
4,5,1,29,4,3,4,4,4,3,0
15,5,1,55,4,3,4,5,4,3,0
4,5,1,23,4,3,4,5,4,1,0
14,5,1,62,5,5,5,5,5,5,0
10,5,1,60,5,5,5,5,5,5,0
4,5,0,33,3,3,3,4,4,1,1
14,5,0,55,4,3,4,4,4,4,1
11,5,0,56,4,4,4,4,4,1,0
4,5,0,29.5,5,4,5,5,5,1,1
8,5,0,63,3,4,5,4,4,1,1
14,5,0,72,4,4,5,5,5,5,1
6,1,0,55,3,1,5,5,5,1,1
12,1,0,55,4,3,5,5,5,5,1
12,1,0,80,3,3,5,5,4,4,0
4,1,0,45,3,3,5,4,3,1,0
15,5,0,67,4,5,3,5,4,3,1
5,5,0,43,4,4,4,5,4,4,1
12,5,0,65,3,5,3,5,4,5,1
8,5,1,50,5,4,5,5,5,5,1
13,5,1,55.4,4,3,3,5,4,5,1
4,5,1,27.4,4,1,4,5,5,3,1
5,5,1,40,3,3,4,5,4,1,0
3,5,1,20.8,3,2,4,5,4,3,0
8,5,1,62,4,4,5,5,4,0,0
13,5,1,60,3,3,5,5,4,5,0
4,5,0,36,4,2,3,3,4,3,0
15,5,0,83,3,4,1,0,4,3,0
8,5,0,46,5,5,5,5,4,5,0
12,5,0,55,4,5,5,5,4,5,0
13,1,0,51,3,4,3,5,5,5,1
4,1,0,25,4,3,5,5,5,3,1
8,1,0,48.5,4,3,5,5,3,4,1
8,1,1,45,4,5,5,5,4,5,1
4,1,1,30,4,3,5,5,4,5,1
13,1,1,50,5,5,5,5,5,5,1
4,1,0,30,2,1,3,3,3,3,1
13,1,0,65,5,4,4,4,4,0,1
7,1,0,53,5,4,4,5,4,4,1
5,5,0,46,4,4,4,5,4,1,1
13,5,0,83,4,4,3,4,3,4,1
10,5,0,70,4,4,4,3,4,1,1
4,5,1,22,3,3,5,5,3,5,1
