Age,Color,Sex,Weight,Housemanners,LeftUnattended,EarCleaning,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
9,5,0,75,4,5,4,5,3,5,0
14,5,0,77,4,3,5,5,4,4,0
4,1,0,35,5,5,5,5,3,5,0
8,1,0,63,5,5,5,5,3,5,0
12,1,0,76,5,5,5,5,4,5,0
4,1,0,30,5,5,5,5,5,5,0
12,1,0,75,4,5,5,5,4,5,0
4,1,0,26,5,5,5,5,5,5,0
12,5,0,60,4,3,5,5,4,5,0
4,5,0,29.5,4,1,4,5,4,2,0
13,1,1,55.6,4,4,4,4,4,4,0
4,1,1,24,4,3,4,4,3,3,0
8,1,1,50.2,4,3,4,5,3,4,0
4,1,1,27,4,3,3,3,3,1,0
12,1,1,62,5,5,5,5,4,5,0
8,1,1,0,5,5,5,3,2,5,0
8,1,1,46,4,4,5,5,3,5,0
5,1,1,40,3,2,4,5,2,1,0
12,1,1,52,3,5,5,5,4,4,0
12,5,1,55,3,3,5,5,4,5,0
4,5,1,34,3,2,5,5,5,5,0
8,5,1,48,2,1,5,5,5,5,0
9,1,1,50,3,1,4,5,2,5,0
4,1,1,26,3,3,5,5,4,5,0
13,1,1,51,3,4,5,5,5,5,0
6,5,1,45,4,3,0,5,2,0,0
13,5,1,68,4,3,5,5,1,5,0
6,5,0,48,4,3,4,3,4,3,0
12,5,0,65,4,4,3,5,5,3,0
3,5,0,22,4,3,0,0,0,0,0
10,5,0,64,4,2,4,4,4,4,0
5,1,0,35,2,1,1,5,3,4,0
14,1,0,70,3,3,5,5,4,4,0
10,1,0,65,3,3,4,5,4,4,0
8,5,0,56,5,4,5,4,4,4,0
3,1,1,14,4,2,0,0,0,0,0
7,1,1,50,5,3,4,5,4,5,0
10,1,1,55,4,4,4,4,3,5,0
4,5,1,30,4,4,4,5,4,5,0
13,5,1,63,5,4,5,5,5,5,0
8,5,1,53,0,5,5,5,5,5,0
4,5,0,30,3,3,0,0,0,0,0
12,5,0,60,4,4,4,4,4,4,0
7,5,0,50,4,3,4,4,4,4,0
9,5,1,54,5,4,5,4,3,5,0
13,5,1,58,5,5,5,5,4,5,0
8,1,1,40,4,5,4,5,4,4,0
4,1,1,28,4,4,0,0,0,0,0
14,1,1,50,4,5,5,4,4,4,0
12,1,0,70,5,4,5,5,5,5,0
4,1,0,35,5,4,5,5,3,5,0
7,1,0,64,4,3,5,5,4,5,0
4,1,0,37,1,1,0,0,0,0,0
9,5,0,70,5,4,4,5,4,0,0
4,5,0,32,3,5,5,5,3,5,0
13,5,0,67,4,5,5,5,4,5,0
4,5,1,30,4,4,0,0,0,0,0
8,1,1,55,3,3,4,5,4,4,0
12,1,1,60,3,4,5,4,3,4,0
4,1,1,33,3,3,5,5,4,4,0
9,5,0,64,3,3,5,5,3,5,0
5,5,0,33,4,1,3,5,5,5,0
13,5,0,68,3,3,5,5,3,5,0
13,5,1,52,5,5,1,5,4,5,0
4,5,1,30,3,0,3,4,3,5,0
8,5,1,44,5,3,4,5,4,5,0
5,5,1,30,3,5,0,0,0,0,0
9,5,1,52,5,5,5,0,3,1,0
13,5,1,51.2,4,5,5,5,4,4,0
4,5,0,25.6,4,3,0,0,0,0,0
8,5,0,63,4,3,5,4,4,3,0
13,5,0,72.5,4,4,5,5,5,4,0
4,5,0,43,4,4,5,5,4,5,0
7,5,0,60,4,4,5,4,4,4,0
13,5,0,71,4,4,5,4,4,4,0
4,5,1,25,4,5,0,0,0,0,0
8,5,1,45,3,3,4,4,3,0,0
10,5,0,60,4,3,5,3,3,5,0
3,5,0,26,3,4,0,0,0,0,0
13,5,1,48,4,4,5,5,4,5,0
4,5,1,27,4,5,0,0,0,0,0
9,5,1,48,5,4,4,5,4,5,0
13,5,1,58,4,4,5,5,5,5,0
5,5,1,40,4,3,4,5,4,2,0
8,5,0,60,3,3,4,0,4,4,0
4,5,0,38,0,3,0,0,0,0,0
12,5,0,63,3,4,4,5,3,4,0
4,5,0,35,4,5,0,0,0,0,0
8,5,0,64,3,2,4,5,4,4,0
13,5,0,65,4,3,3,5,4,4,0
13,1,1,60,4,5,4,5,4,5,0
8,1,1,57,5,5,5,5,5,5,0
4,1,1,29,3,3,0,0,0,0,0
7,1,0,60.2,5,5,5,5,5,5,0
11,1,0,68.7,5,4,5,5,5,5,0
3,1,0,21,4,2,0,0,0,0,0
14,1,0,78,5,5,5,5,5,5,0
5,1,0,40,4,4,0,0,0,0,0
8,1,0,64.5,4,4,4,5,5,5,0
13,5,0,74,4,4,5,4,4,5,0
4,5,0,27,3,1,0,0,0,0,0
8,5,0,56,3,3,4,4,4,4,0
13,5,0,64,5,5,5,5,5,5,0
4,5,0,33,5,4,0,0,0,0,0
5,1,1,45,5,5,3,4,4,5,0
8,1,0,61,5,5,5,5,4,4,0
6,1,0,48,4,5,5,5,5,5,0
13,1,0,65,4,5,5,5,5,5,0
12,5,1,61.4,5,5,5,5,3,5,0
7,5,0,55,4,4,4,5,4,5,0
4,5,0,32,4,4,0,0,0,0,0
8,1,0,60,4,4,4,4,4,3,0
13,1,0,67,3,4,4,4,4,4,0
4,1,0,32,3,4,0,0,0,0,0
7,1,1,55.5,4,3,5,4,4,4,0
4,1,1,30,4,3,0,0,0,0,0
11,1,1,60.2,4,4,5,5,5,5,0
7,5,0,50,4,5,5,5,3,5,0
13,5,0,67,4,5,5,5,4,5,0
5,5,0,35,4,3,0,0,0,0,0
9,5,0,60,4,4,5,4,4,0,0
3,5,0,22.4,3,3,0,0,0,0,0
12,5,0,69,5,5,5,5,4,5,0
8,5,0,62,5,4,5,0,5,5,0
12,5,0,72,4,4,4,5,5,5,0
4,5,0,25,3,3,0,0,0,0,0
8,5,0,66,4,4,5,5,3,5,0
12,5,0,70,5,5,5,4,3,4,0
4,5,1,30.5,4,2,0,0,0,0,0
7,5,1,47,4,3,5,5,5,5,0
12,5,1,56,3,4,4,5,5,5,0
8,5,1,56,4,4,4,4,4,0,0
13,5,1,54,5,5,4,5,5,4,0
6,5,1,46,4,4,4,5,3,4,0
4,5,0,37,3,2,0,0,0,0,0
12,5,0,68,4,3,5,5,4,1,0
8,5,0,58,4,3,4,4,3,1,0
4,5,0,38,4,5,0,0,0,0,0
9,5,0,61,5,5,5,5,4,0,0
13,5,0,67,4,5,5,5,4,1,0
3,5,1,23,3,4,0,0,0,0,0
14,5,1,62,5,5,5,5,5,5,0
9,5,1,50,4,5,5,5,4,1,0
7,1,0,60,5,4,5,5,4,5,0
3,1,0,27,5,4,0,0,0,0,0
12,1,0,70,5,5,5,5,4,3,0
8,1,0,48,5,4,4,4,4,0,0
12,1,0,57,5,4,5,5,4,5,0
12,1,0,68.5,5,5,5,5,5,5,0
7,1,0,55,5,5,4,5,5,1,0
6,1,1,40,5,5,3,5,3,5,0
9,1,1,50,5,5,5,5,4,3,0
12,1,1,55,4,4,5,5,3,5,0
7,1,1,50,4,4,5,5,3,3,0
4,1,1,35,4,3,0,0,0,0,0
4,1,0,34.2,3,1,0,0,0,0,0
12,1,1,56,5,5,4,5,4,4,0
8,1,1,45,4,4,4,5,4,4,0
4,1,1,35,4,4,0,0,0,0,0
13,5,0,72,3,4,5,5,4,5,0
8,5,0,60,3,4,4,5,4,5,0
4,5,0,33.7,3,2,0,0,0,0,0
8,1,1,51,3,1,3,4,4,4,0
2,1,1,16.2,3,1,0,0,0,0,0
12,1,1,53,3,3,3,4,4,4,0
12,1,1,53,3,3,3,4,4,4,0
9,5,0,60,5,4,5,5,5,5,0
3,5,0,25.6,4,3,0,0,0,0,0
5,5,0,40,4,3,0,0,0,0,0
8,5,0,57,5,5,5,5,4,3,0
4,5,1,35,5,3,0,0,0,0,0
9,5,1,54,5,5,5,5,5,5,0
12,5,1,60,5,5,5,5,5,5,0
14,5,1,65,4,3,5,5,4,5,0
4,5,1,28,3,3,0,0,0,0,0
8,5,1,60,3,3,4,5,3,4,0
8,1,0,62,4,4,4,5,5,5,0
4,1,0,40,2,2,0,0,0,0,0
11,1,0,0,4,4,5,5,4,3,0
12,1,0,70,4,4,5,5,4,2,0
8,5,1,50,5,5,4,5,4,3,0
5,5,1,34.8,4,5,0,0,0,0,0
12,5,1,57.4,5,5,4,5,5,5,0
8,5,0,60,5,4,5,4,4,4,0
8,5,0,60,5,4,5,4,4,4,0
8,1,0,65,3,3,4,0,3,3,0
4,1,0,26,4,3,0,0,0,0,0
14,1,0,60,4,4,5,5,5,5,0
8,1,1,45,5,4,5,5,2,5,0
13,1,1,55,5,4,4,5,3,5,0
12,1,1,52,4,5,5,5,5,5,0
4,1,1,31.5,4,4,0,0,0,0,0
9,1,1,45.5,4,4,4,5,4,5,0
11,5,1,50,4,4,4,5,5,4,0
4,5,1,29.5,4,3,0,0,0,0,0
12,5,1,64,5,4,4,4,4,4,0
9,5,1,63,4,4,4,5,4,1,0
4,5,1,30,4,3,0,0,0,0,0
8,5,0,53,3,2,5,4,0,0,0
3,5,0,23,2,2,0,0,0,0,0
14,5,0,57,4,3,3,3,4,4,0
11,5,0,60,4,5,3,4,3,4,0
4,5,0,31.5,4,4,0,0,0,0,0
12,5,0,62,5,4,4,5,4,5,0
8,5,0,60,5,3,5,5,4,5,0
4,5,0,35,4,1,0,0,0,0,0
4,5,1,23,3,2,0,0,0,0,0
8,5,1,50,4,4,2,5,5,5,0
12,5,1,60,4,3,4,5,4,5,0
4,5,0,41,4,5,0,0,0,0,0
13,5,0,60,4,5,3,5,5,5,0
8,5,0,50,5,4,5,5,5,5,0
13,1,0,70,4,4,5,5,4,5,0
8,1,0,61,3,3,4,4,4,5,0
4,1,0,35,3,2,0,0,0,0,0
13,1,0,72,4,5,5,4,4,5,0
4,1,0,36.6,4,4,0,0,0,0,0
8,1,0,49,5,5,5,4,4,2,0
8,1,1,50,5,5,3,2,3,5,0
4,1,1,28,5,5,0,0,0,0,0
12,1,1,57,0,5,5,5,4,1,0
4,1,0,34.4,3,2,0,0,0,0,0
8,1,0,60,4,3,4,5,4,1,0
13,1,0,65,4,4,4,5,3,4,0
8,1,1,47,4,4,4,5,5,5,0
12,1,1,50,4,4,4,5,5,5,0
5,1,1,33,3,3,0,0,0,0,0
4,1,1,37,5,2,0,0,0,0,0
13,1,1,53,5,4,4,5,4,5,0
7,1,1,45,5,5,5,5,4,5,0
4,1,1,25,4,3,0,0,0,0,0
7,1,1,0,4,3,4,5,4,3,0
12,1,1,53,5,5,5,5,4,5,0
4,2,1,40,4,3,0,0,0,0,0
7,2,1,50,4,4,4,4,4,4,0
5,2,1,34,4,5,0,0,0,0,0
13,2,1,55,5,5,5,5,5,5,0
15,2,1,26,3,4,0,0,0,0,0
8,2,1,55,2,1,4,3,3,4,0
12,2,1,59,3,3,5,4,4,5,0
12,2,1,65,3,3,5,5,5,5,0
8,2,1,65,5,3,5,5,5,5,0
4,2,1,35,5,3,0,0,0,0,0
9,5,1,0,4,5,4,5,2,0,0
4,5,1,0,3,5,0,0,0,0,0
4,5,1,29,2,3,0,0,0,0,0
8,5,1,45,4,4,4,4,3,5,0
13,5,1,54,5,5,5,5,3,5,0
8,5,1,45,3,2,5,5,4,3,0
4,5,1,30,3,2,0,0,0,0,0
12,5,1,0,4,4,5,5,5,5,0
8,5,1,0,3,3,4,4,5,3,0
13,5,1,50,3,5,5,5,5,5,0
3,5,1,20,3,4,0,0,0,0,0
5,5,1,31,2,1,0,0,0,0,0
5,5,1,35,5,3,0,0,0,0,0
12,5,1,52,3,3,4,5,4,4,0
8,5,1,47,3,3,5,5,4,3,0
12,5,1,50,5,5,4,5,5,5,0
4,5,1,35,5,5,0,0,0,0,0
8,5,1,46,4,4,5,5,5,5,0
13,2,1,74,4,5,5,5,4,3,0
4,2,1,45,3,3,0,0,0,0,0
8,2,1,60,4,4,4,5,3,5,0
13,2,0,92,5,5,5,5,4,5,0
4,2,0,35,4,5,0,0,0,0,0
8,2,0,76,5,5,5,5,5,1,0
14,2,0,92,5,4,5,5,5,4,0
6,2,0,65,3,3,4,1,2,4,0
8,1,1,44,4,5,5,5,4,1,0
3,1,1,14.5,5,5,0,0,0,0,0
12,1,1,52,4,5,5,0,5,5,0
4,5,0,38,5,5,0,0,0,0,0
10,5,0,65,5,0,5,5,3,5,0
10,5,0,52,4,4,4,4,3,1,0
4,5,0,36,3,3,0,0,0,0,0
4,1,0,34,3,3,0,0,0,0,0
12,1,0,65,4,4,4,5,5,5,0
8,1,0,57,4,5,5,5,5,5,0
15,5,1,57,4,5,5,4,4,5,0
4,5,1,0,3,2,0,0,0,0,0
13,5,0,71,4,3,4,5,4,5,0
4,5,0,40,4,5,0,0,0,0,0
8,5,0,65,4,3,4,5,4,5,0
4,1,1,26,3,2,0,0,0,0,0
10,1,1,45.5,5,4,3,4,3,5,0
13,1,1,55,5,5,5,5,4,5,0
4,5,0,33,1,1,0,0,0,0,0
8,5,0,80,3,3,2,5,3,1,0
4,5,1,29,3,1,0,0,0,0,0
15,5,1,53,4,4,5,4,4,5,0
11,5,1,57,5,5,5,4,4,0,0
4,5,0,36,2,2,0,0,0,0,0
8,5,0,55,3,2,3,5,4,5,0
7,5,1,41,4,5,4,5,3,1,0
11,5,1,54,4,5,4,4,3,5,0
4,5,1,28,2,2,0,0,0,0,0
4,5,1,28,3,3,0,0,0,0,0
7,5,1,45,3,4,3,5,3,3,0
14,1,1,54,3,5,3,5,1,4,0
10,5,0,70,4,3,4,4,2,5,0
13,1,0,78,3,4,4,0,3,5,0
5,5,0,53,3,4,0,0,0,0,0
4,5,1,22,3,1,0,0,0,0,0
13,5,1,65,4,4,4,5,3,5,0
8,5,1,58,3,4,4,5,3,3,0
9,1,0,59,5,4,5,5,4,5,0
5,1,0,46,3,3,0,0,0,0,0
13,1,0,68,4,4,4,5,4,5,0
7,1,0,52,5,3,5,5,5,5,0
12,1,0,70,5,4,5,5,5,5,0
12,1,0,70,5,4,5,5,5,5,0
7,1,0,52,5,3,5,5,5,5,0
13,1,0,74,4,4,4,5,4,4,0
8,1,0,62,4,3,4,5,5,5,0
13,5,1,55,5,5,3,5,4,5,0
8,5,1,50,4,4,3,3,5,5,0
4,5,1,25,4,3,0,0,0,0,0
9,1,1,49,3,5,4,5,4,1,0
13,1,1,59,3,5,4,5,4,5,0
4,5,1,40,3,4,0,0,0,0,0
7,5,0,65,3,4,5,5,5,2,0
4,5,0,35,3,1,0,0,0,0,0
7,5,0,65,4,4,5,5,3,5,0
12,5,0,73,5,4,5,5,4,5,0
8,5,0,67,3,2,5,5,3,5,0
4,5,0,40,4,5,0,0,0,0,0
8,1,1,48,4,3,4,4,4,5,0
4,1,1,30.4,4,3,0,0,0,0,0
13,1,1,60,5,4,5,5,4,5,0
8,1,0,51,4,4,5,4,4,5,0
12,1,0,65,4,5,5,4,5,5,0
4,1,0,31,4,4,0,0,0,0,0
12,1,1,61,4,5,5,5,4,0,0
4,1,1,34,4,3,0,0,0,0,0
12,1,0,60,5,4,5,5,4,1,0
8,1,0,52,4,4,4,4,4,4,0
12,1,0,70,5,5,4,5,4,4,0
8,1,0,58,4,4,5,5,3,5,0
9,1,1,49,5,5,5,5,5,5,0
9,1,1,51,4,4,4,5,3,5,0
14,1,1,57,4,5,4,4,4,5,0
5,1,1,33,4,3,0,0,0,0,0
8,1,1,65,3,4,5,5,2,1,0
12,1,1,65,4,5,4,4,3,0,0
8,5,1,55,3,1,5,4,3,3,0
5,5,1,35,4,4,0,0,0,0,0
14,5,1,60,3,4,5,5,5,5,0
6,1,1,46,4,4,0,0,0,0,0
10,1,1,61,3,4,4,5,4,4,0
12,5,0,69,3,4,5,5,3,0,0
8,5,0,63,4,3,4,4,3,4,0
9,1,1,59,4,5,5,4,4,4,0
4,1,1,34,4,4,0,0,0,0,0
5,1,1,35,4,3,0,0,0,0,0
8,1,1,50,4,3,5,5,4,3,0
12,1,1,60,4,5,5,5,4,5,0
8,1,0,67.2,4,3,3,5,3,5,0
13,1,1,65,3,3,5,5,4,5,0
8,1,1,50,4,5,4,0,3,5,0
12,3,0,80,5,5,4,5,4,3,0
5,3,0,42,5,3,0,0,0,0,0
6,3,0,70,4,3,3,0,0,0,0
5,1,0,49.5,3,3,0,0,0,0,0
8,1,0,65,4,4,4,4,4,4,0
13,1,0,65,5,5,4,5,5,4,0
8,1,0,60,5,5,4,5,5,4,0
10,1,0,70,5,5,5,4,5,5,0
9,1,0,60,4,3,4,5,4,4,0
13,1,0,65,4,5,5,5,4,5,0
12,5,1,63,3,4,4,4,2,5,0
8,5,1,57,3,1,4,5,3,1,0
9,1,0,55,2,2,5,4,4,4,0
13,1,0,65,4,3,5,5,4,4,0
8,1,1,50,5,4,5,5,4,5,0
12,1,1,52.5,5,5,4,5,5,5,0
5,5,0,46,4,4,0,0,0,0,0
6,5,0,25,3,2,0,0,0,0,1
11,5,0,71,4,4,5,5,4,0,1
8,5,1,50,5,5,0,0,0,0,0
13,5,1,58,5,5,4,4,4,5,0
7,5,0,54.3,4,4,0,0,0,0,0
12,5,0,68.5,5,5,5,5,4,4,0
9,5,0,65,4,4,5,5,4,4,0
12,5,0,74,4,3,5,5,4,4,0
8,5,0,65,2,2,0,0,0,0,0
13,5,1,62,4,5,5,5,3,5,0
7,5,1,60,4,5,0,0,0,0,0
6,5,0,47,3,3,0,0,0,0,0
13,1,0,71,5,5,5,5,4,1,0
9,1,0,68,4,5,5,5,4,1,0
8,1,1,48,3,1,0,0,0,0,0
13,1,0,60,4,5,5,5,5,5,0
8,1,0,55,3,3,0,0,0,0,0
8,1,0,50,4,4,0,0,0,0,0
12,1,0,63,4,4,4,4,4,4,0
9,1,1,149,4,3,5,3,4,5,0
8,1,1,50,3,4,0,0,0,0,0
6,1,0,48,5,4,0,0,0,0,0
8,1,0,61,5,4,0,0,0,0,0
13,1,0,67,5,5,5,5,5,5,0
7,5,0,55,3,4,0,0,0,0,0
12,5,0,65,3,3,3,5,3,3,0
8,5,0,60,2,0,0,0,0,0,0
12,5,0,64.5,4,4,5,5,3,5,0
9,5,1,57,5,3,4,5,4,4,1
6,1,0,52,4,3,0,0,0,0,0
8,5,0,53,4,5,5,5,5,4,0
8,5,0,55,5,4,4,5,4,3,0
7,2,0,60,4,3,0,0,0,0,0
12,2,0,80,4,3,3,5,4,4,0
10,2,1,60,4,4,4,4,4,0,0
7,2,0,59,4,4,0,0,0,0,0
7,2,0,65,4,4,0,0,0,0,0
13,2,0,76,4,4,4,5,4,4,0
7,2,0,52,4,4,0,0,0,0,0
8,2,1,55.7,4,4,0,0,0,0,0
12,2,1,65,5,4,5,4,3,5,0
9,2,1,50,4,4,4,4,4,4,0
7,1,1,50,3,4,0,0,0,0,1
12,1,1,50,4,5,5,5,4,5,1
6,1,0,50,3,4,0,0,0,0,0
8,5,1,56,5,5,0,0,0,0,1
13,1,1,61,5,5,5,5,5,5,1
8,1,1,47,5,5,0,0,0,0,0
13,1,1,50,4,5,5,4,5,5,0
7,5,1,40,4,4,0,0,0,0,0
13,5,1,46,5,5,5,4,4,4,0
8,5,0,50,5,3,0,0,0,0,0
12,5,1,56,3,3,5,5,4,5,0
7,5,1,50,4,1,0,0,0,0,0
13,5,0,65,5,5,5,5,4,5,1
8,5,0,50,5,3,0,0,0,0,0
12,5,0,55,5,5,4,5,5,5,0
7,5,0,60,5,3,0,0,0,0,0
13,5,0,65,5,4,4,5,4,5,0
13,5,0,72,4,4,0,3,3,4,1
7,5,0,61,4,4,0,0,0,0,1
13,1,1,62,5,5,5,5,5,4,0
8,1,1,55,4,4,0,0,0,0,0
14,5,1,60,3,3,4,5,4,4,0
8,5,1,56,3,2,0,0,0,0,0
7,5,0,54.5,4,5,0,0,0,0,0
13,5,0,65,5,5,5,5,4,5,0
13,5,1,0,5,4,5,0,4,5,1
8,5,1,49,4,4,0,0,0,0,1
15,1,1,65,5,5,4,5,4,5,1
11,1,1,56,5,5,0,0,0,0,1
12,1,1,58,5,5,5,5,5,3,1
11,5,0,54,3,4,0,0,0,0,0
12,5,0,59,4,4,4,4,4,4,0
12,5,0,61,5,5,4,5,5,0,1
10,5,0,53,5,5,5,5,5,5,1
8,5,0,49,5,5,0,0,0,0,1
13,1,0,61.4,5,4,5,5,4,5,1
8,1,0,54,4,4,0,0,0,0,1
8,5,1,52,5,4,0,0,0,0,0
13,5,1,55,5,5,5,5,4,5,0
10,5,0,80,5,5,5,2,5,3,0
13,5,0,77,5,5,5,3,5,5,0
8,5,0,55,5,5,0,0,0,0,0
13,5,1,59,4,4,5,4,4,3,0
10,5,1,56,4,4,5,5,5,4,0
17,5,1,58,5,5,5,5,5,4,0
11,2,1,56,5,5,5,5,5,5,1
7,2,0,55,3,3,0,0,0,0,1
13,2,0,64,4,4,5,5,0,3,1
8,2,0,50,4,4,0,0,0,0,0
14,2,0,59,5,5,4,5,4,5,0
13,2,1,52.5,5,5,4,5,5,4,0
8,2,1,48,4,4,0,0,0,0,0
8,2,0,67,5,4,0,0,0,0,0
8,2,0,63,3,3,0,0,0,0,1
13,2,0,75.4,5,4,4,5,4,5,1
10,2,0,72,5,4,5,5,4,4,1
12,5,0,75,4,4,5,5,5,5,1
8,5,0,70.5,3,4,0,0,0,0,1
8,5,1,45,5,5,0,0,0,0,0
13,5,1,52,0,5,5,5,4,0,0
8,5,0,58,4,5,0,0,0,0,0
13,5,1,63,5,5,5,5,5,3,0
8,5,1,55,4,4,0,0,0,0,0
11,5,1,60,5,4,0,0,4,4,0
14,5,1,65,5,4,5,4,4,5,0
11,5,1,60,4,3,5,5,3,1,0
14,5,1,55,4,3,5,5,3,4,0
13,5,1,62,5,5,5,5,5,1,0
8,5,1,45.6,5,5,0,0,0,0,0
13,5,1,56,4,4,5,5,5,3,0
7,5,0,52,3,3,0,0,0,0,0
7,5,1,52,5,5,0,0,0,0,0
12,5,1,55,5,4,4,5,4,4,0
7,5,1,43,4,3,0,0,0,0,1
13,5,1,56,5,5,5,5,4,2,1
8,1,1,46,5,5,0,0,0,0,0
12,1,1,50,5,5,0,5,5,5,0
7,1,0,55,4,4,0,0,0,0,1
12,1,0,65,5,4,5,5,4,4,1
12,1,1,50,5,5,0,4,5,5,0
12,1,0,62,3,3,5,4,2,4,0
8,1,0,60,4,5,0,0,0,0,0
12,1,1,56,5,5,4,4,4,5,0
8,1,1,50,4,5,0,0,0,0,0
12,1,0,65,3,3,5,3,2,4,0
7,1,0,60,3,2,0,0,0,0,0
8,1,0,90,4,3,0,0,0,0,0
13,1,0,60,4,5,4,5,3,4,0
17,2,0,60,5,5,5,5,5,5,0
9,2,0,55,5,5,0,0,0,0,0
13,1,0,62,5,5,5,5,5,5,0
9,2,1,46.2,4,4,0,0,0,0,0
13,2,1,53,5,5,5,5,5,5,0
12,1,1,52,5,4,4,5,4,5,0
8,1,1,45,4,4,0,0,0,0,0
8,1,1,46,4,4,0,0,0,0,0
12,1,1,50,4,5,5,4,4,4,0
9,5,0,52,3,4,0,0,0,0,0
12,5,0,60,4,4,4,5,4,5,1
8,5,0,52,3,3,0,0,0,0,1
13,5,1,65,5,5,5,5,5,5,0
8,5,1,65,5,4,0,0,0,0,0
8,5,1,55,3,3,0,0,0,0,0
15,5,1,52,3,3,4,5,4,5,0
7,5,0,55,3,4,0,0,0,0,0
13,5,0,63,4,5,5,4,4,5,0
8,5,0,55,3,3,0,0,0,0,0
13,5,0,70,3,5,5,5,4,4,0
8,5,0,70,4,4,0,0,0,0,0
13,5,0,80,4,5,5,5,4,3,0
8,5,1,51,5,5,0,0,0,0,1
12,5,1,65,5,5,5,5,5,5,1
8,5,1,50,5,5,0,0,0,0,1
8,5,1,49,5,5,0,0,0,0,1
12,5,1,60,5,5,5,5,3,1,1
13,5,1,45.8,3,4,5,5,5,5,0
8,5,1,45.4,3,2,0,0,0,0,0
9,5,0,50,4,5,0,0,0,0,1
13,5,1,53,5,5,5,5,5,5,1
8,5,1,48,4,4,0,0,0,0,1
13,5,1,54,4,5,3,3,4,5,0
8,5,1,53,4,4,0,0,0,0,0
12,1,1,55,4,5,4,5,3,5,0
12,1,0,60,4,4,4,5,4,4,0
8,1,0,51.3,4,3,0,0,0,0,0
12,1,1,50,4,4,4,5,5,5,1
8,1,1,43,4,3,0,0,0,0,1
13,1,1,55,4,4,5,5,4,4,0
15,1,1,51,4,5,4,4,4,5,1
9,1,1,47.5,5,5,0,0,0,0,1
13,1,0,75,4,5,5,5,4,5,1
3,1,0,27,4,4,1,5,4,1,1
10,1,0,74.4,4,5,0,0,0,0,1
12,1,0,60,5,5,5,5,5,5,1
12,1,1,58,3,4,5,5,4,1,0
15,1,1,65,3,4,4,5,5,1,0
3,1,1,20,4,2,3,5,4,1,0
13,1,0,82,5,5,4,5,5,5,0
12,1,0,66,4,5,5,5,4,5,1
13,1,0,42.5,4,5,5,5,4,5,0
12,1,0,72,5,5,0,5,5,0,1
11,5,1,58,5,0,0,0,0,0,1
14,5,1,58,0,5,5,5,5,0,1
3,5,1,24,4,5,5,5,4,4,1
4,1,0,30,2,1,4,5,4,3,0
12,1,0,75,3,3,5,5,4,5,0
12,5,0,72,5,5,3,5,4,4,1
10,5,0,55,3,1,0,0,0,0,0
3,5,0,24,4,3,3,4,3,4,1
12,5,0,71,4,4,5,5,4,5,1
3,1,0,25,4,2,1,5,5,1,0
12,1,0,75,4,3,5,5,4,5,0
12,1,1,50,4,4,5,5,5,4,0
14,1,0,40,5,4,5,4,3,3,1
13,1,1,40,4,4,4,5,4,5,0
3,1,1,24,3,2,0,5,4,0,1
12,1,1,65,4,5,4,5,5,4,1
3,1,1,20,5,4,5,5,3,5,1
12,1,1,55,5,4,5,5,3,4,1
4,5,0,20,4,3,5,5,4,1,1
10,5,0,55.8,4,3,0,0,0,0,1
14,5,0,67,5,3,3,5,4,3,0
13,5,1,61,3,3,4,5,5,5,1
4,5,0,33.2,4,4,4,5,4,3,0
13,5,0,70,4,5,5,5,3,5,0
12,5,1,53,4,5,5,5,4,5,0
3,5,0,33,3,5,5,5,5,5,0
10,5,0,68,3,4,0,0,0,0,0
9,5,1,60,1,3,0,0,0,0,0
13,5,1,55,2,3,5,5,2,1,0
3,5,1,23,2,4,4,5,3,0,0
13,5,1,58,4,3,5,5,5,1,0
4,5,1,25,3,1,1,5,4,5,0
14,5,1,50,4,3,4,5,4,4,1
13,5,1,65,4,4,4,0,4,4,0
12,5,0,70,4,4,0,5,4,5,1
4,5,0,26.1,4,4,5,4,4,0,1
12,5,1,57,4,5,5,5,3,5,0
13,5,1,58.7,5,4,5,5,5,5,0
4,5,1,25,4,2,4,5,4,4,0
13,5,1,59,5,4,4,4,4,5,1
10,5,1,55,4,4,0,0,0,0,1
4,5,0,40.5,4,5,4,5,3,3,0
13,5,0,68,5,5,4,5,3,4,0
3,5,0,32,4,3,4,5,4,5,1
4,2,1,28,4,4,4,5,4,3,0
13,2,1,63,5,5,4,4,4,4,0
4,5,1,31,4,4,5,5,4,1,1
12,5,1,58,5,5,0,0,0,0,1
13,5,0,64,3,3,5,5,4,5,0
11,5,0,56.2,4,4,0,0,0,0,1
4,5,0,32,4,4,4,5,4,3,1
4,5,0,40,3,3,4,5,5,4,0
14,5,0,75,1,1,4,5,4,3,0
5,1,1,30,4,3,4,5,4,5,0
10,1,1,58,5,3,0,0,0,0,0
13,1,1,58,5,5,5,5,4,5,0
14,1,0,67,5,5,5,5,5,5,0
4,1,0,28,5,5,5,5,5,5,0
4,5,0,23,5,5,5,5,5,1,0
13,5,0,59,5,5,5,5,4,5,0
4,1,1,27,5,5,5,5,5,1,0
12,1,1,60,5,5,4,5,4,5,0
4,1,0,39,3,4,3,5,3,1,0
5,5,0,43,4,5,5,5,5,1,0
14,5,0,70,4,5,5,5,5,5,0
5,5,1,32,5,3,5,5,3,5,1
14,5,1,52,4,5,5,4,2,4,1
5,5,1,35,4,3,4,3,4,0,1
